"","envelopeID","date","month","site_name","species","proj_2025","project","age_class","plant_nr","leaf_nr","leaf_age","sample","paired_with","calluna_shoot_type","bulk_nr_leaves","temp_exp","temp_exp_time","temp_exp_time_unit","fv_fm_initial","fv_fm_hr","fv_fm_final","wet_mass_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","dry_mass_g","scanned","height_s_flower","height_s_top","treatment_date","treatment_time","remark","flag","original_burn_year","latitude_N","longitude_E","unique_plant_id","bulk_nr_wet_mass","wet_mass_mean","bulk_nr_leaf_area","leaf_area_sum","leaf_area_mean","bulk_nr_leaf_thickness","leaf_thickness_mean","bulk_nr_dry_mass","dry_mass_mean","sla","ldmc"
"1",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",1,"young","Bulk","H + C + T","Long",4,"20","20","minutes",NA,"24",0.8,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",2,"young","Bulk","H + C + T","Long",4,"38","20","minutes",NA,"24",0.8,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",3,"young","Bulk","H + C + T","Long",4,"42","20","minutes",NA,"24",0.8,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",4,"young","Bulk","H + C + T","Long",4,"44","20","minutes",NA,"24",0.81,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",5,"young","Bulk","H + C + T","Long",4,"46","20","minutes",NA,"24",0.8,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",6,"young","Bulk","H + C + T","Long",4,"48","20","minutes",NA,"24",0.59,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",7,"young","Bulk","H + C + T","Long",NA,"50","20","minutes",NA,"24",NA,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; all leaves missing at FvFm; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",8,"young","Bulk","H + C + T","Long",4,"52","20","minutes",NA,"24",0.34,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","1",9,"young","Bulk","H + C + T","Long",4,"56","20","minutes",NA,"24",0,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","1",10,"young","Bulk","H + C + T","Long",4,"5","8","hours",NA,"24",0.8,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","1",11,"young","Bulk","H + C + T","Long",4,"0","8","hours",NA,"24",0.8,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","1",12,"young","Bulk","H + C + T","Long",4,"-5","8","hours",NA,"24",0.82,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","1",13,"young","Bulk","H + C + T","Long",4,"-10","8","hours",NA,"24",0.8,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","1",14,"young","Bulk","H + C + T","Long",4,"-15","8","hours",NA,"24",0.57,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","1",15,"young","Bulk","H + C + T","Long",4,"-20","8","hours",NA,"24",0.04,NA,NA,NA,NA,NA,"no","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","DHJ6713",2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","1",16,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.84,NA,NA,0.0129,0.528,0.421,0.544,0.00655,"yes","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",4,0.003225,4,0.34,0.085,4,0.497666666666667,4,0.0016375,51.9083969465649,0.507751937984496
"17","DHL1301",2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","1",17,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.83,NA,NA,0.01239,0.498,0.555,0.58,0.00636,"yes","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",4,0.0030975,4,0.36,0.09,4,0.544333333333333,4,0.00159,56.6037735849057,0.513317191283293
"18","DHM4977",2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","1",18,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.82,NA,NA,0.0109,0.544,0.617,0.508,0.00547,"yes","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",4,0.002725,4,0.32,0.08,4,0.556333333333333,4,0.0013675,58.5009140767825,0.501834862385321
"19","DHK7373",2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","1",19,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.83,NA,NA,0.01192,0.538,0.646,0.56,0.00591,"yes","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",4,0.00298,4,0.3,0.075,4,0.581333333333333,4,0.0014775,50.761421319797,0.495805369127517
"20","DHN4695",2025-11-11 09:56:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","1",20,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.83,NA,NA,0.01393,0.64,0.486,0.489,0.00683,"yes","29.0","36.0",NA,NA,"; thickness measurements high, likely human mistake",NA,2010,60.701704,5.094445,"Pioneer_November_1",4,0.0034825,4,0.34,0.085,4,0.538333333333333,4,0.0017075,49.7803806734993,0.490308686288586
"21",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",1,"young","Bulk","H + C + T","Long",4,"20","20","minutes",NA,"24",0.82,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",2,"young","Bulk","H + C + T","Long",4,"38","20","minutes",NA,"24",0.82,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",3,"young","Bulk","H + C + T","Long",4,"42","20","minutes",NA,"24",0.81,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",4,"young","Bulk","H + C + T","Long",4,"44","20","minutes",NA,"24",0.78,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",5,"young","Bulk","H + C + T","Long",4,"46","20","minutes",NA,"24",0.8,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",6,"young","Bulk","H + C + T","Long",4,"48","20","minutes",NA,"24",0.49,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",7,"young","Bulk","H + C + T","Long",4,"50","20","minutes",NA,"24",0.72,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",8,"young","Bulk","H + C + T","Long",4,"52","20","minutes",NA,"24",0.2,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","2",9,"young","Bulk","H + C + T","Long",4,"56","20","minutes",NA,"24",0,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","2",10,"young","Bulk","H + C + T","Long",4,"5","8","hours",NA,"24",0.81,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","2",11,"young","Bulk","H + C + T","Long",4,"0","8","hours",NA,"24",0.78,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","2",12,"young","Bulk","H + C + T","Long",4,"-5","8","hours",NA,"24",0.82,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","2",13,"young","Bulk","H + C + T","Long",4,"-10","8","hours",NA,"24",0.8,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","2",14,"young","Bulk","H + C + T","Long",4,"-15","8","hours",NA,"24",0.78,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","2",15,"young","Bulk","H + C + T","Long",4,"-20","8","hours",NA,"24",0.65,NA,NA,NA,NA,NA,"no","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","DHE1855",2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2",16,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.83,NA,NA,0.0112,0.51,0.433,0.452,0.00503,"yes","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",4,0.0028,4,0.35,0.0875,4,0.465,4,0.0012575,69.5825049701789,0.449107142857143
"37","DHI2097",2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2",17,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.84,NA,NA,0.01219,0.396,0.483,0.455,0.00604,"yes","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",4,0.0030475,4,0.36,0.09,4,0.444666666666667,4,0.00151,59.6026490066225,0.495488105004102
"38","DHH1391",2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2",18,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.83,NA,NA,0.01301,0.429,0.338,NA,0.00617,"yes","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",4,0.0032525,4,0.35,0.0875,4,0.3835,4,0.0015425,56.7260940032415,0.474250576479631
"39","DHG9179",2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2",19,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.84,NA,NA,0.01231,0.315,0.358,0.356,0.00558,"yes","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",4,0.0030775,4,0.39,0.0975,4,0.343,4,0.001395,69.8924731182796,0.453290008123477
"40","DHF5906",2025-11-11 10:00:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2",20,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.83,NA,NA,0.01175,0.322,0.377,0.443,0.00523,"yes","38.0","45.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_2",4,0.0029375,4,0.38,0.095,4,0.380666666666667,4,0.0013075,72.6577437858509,0.445106382978723
"41",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",1,"young","Bulk","H + C + T","Long",4,"20","20","minutes",NA,"24",0.8,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",2,"young","Bulk","H + C + T","Long",4,"38","20","minutes",NA,"24",0.81,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",3,"young","Bulk","H + C + T","Long",4,"42","20","minutes",NA,"24",0.81,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",4,"young","Bulk","H + C + T","Long",4,"44","20","minutes",NA,"24",0.66,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",5,"young","Bulk","H + C + T","Long",4,"46","20","minutes",NA,"24",0.8,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",6,"young","Bulk","H + C + T","Long",4,"48","20","minutes",NA,"24",0.56,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",7,"young","Bulk","H + C + T","Long",4,"50","20","minutes",NA,"24",0.6,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",8,"young","Bulk","H + C + T","Long",4,"52","20","minutes",NA,"24",0.14,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","3",9,"young","Bulk","H + C + T","Long",4,"56","20","minutes",NA,"24",0,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"; curve bouncy remove or use with caution",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","3",10,"young","Bulk","H + C + T","Long",4,"5","8","hours",NA,"24",0.77,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","3",11,"young","Bulk","H + C + T","Long",4,"0","8","hours",NA,"24",0.79,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","3",12,"young","Bulk","H + C + T","Long",4,"-5","8","hours",NA,"24",0.79,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","3",13,"young","Bulk","H + C + T","Long",4,"-10","8","hours",NA,"24",0.83,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","3",14,"young","Bulk","H + C + T","Long",4,"-15","8","hours",NA,"24",0.78,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","TT Cold","Field - Traits and Physiology","Pioneer","3",15,"young","Bulk","H + C + T","Long",4,"-20","8","hours",NA,"24",0.63,NA,NA,NA,NA,NA,"no","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","DHD6596",2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","3",16,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.82,NA,NA,0.01073,0.351,0.343,0.32,0.00511,"yes","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",4,0.0026825,4,0.33,0.0825,4,0.338,4,0.0012775,64.5792563600783,0.4762348555452
"57","DHB0913",2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","3",17,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.82,NA,NA,0.013,0.436,0.343,0.39,0.00644,"yes","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",4,0.00325,4,0.36,0.09,4,0.389666666666667,4,0.00161,55.9006211180124,0.495384615384615
"58","DHA3511",2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","3",18,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.83,NA,NA,0.01434,0.447,0.401,0.337,0.00648,"yes","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",4,0.003585,4,0.4,0.1,4,0.395,4,0.00162,61.7283950617284,0.451882845188284
"59","DGZ6320",2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","3",19,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.82,NA,NA,0.01101,0.363,0.345,0.31,0.0053,"yes","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",4,0.0027525,4,0.37,0.0925,4,0.339333333333333,4,0.001325,69.811320754717,0.481380563124432
"60","DHC2318",2025-11-11 10:05:00,"November","Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","3",20,"young","Bulk","H + C + T","Long",4,NA,NA,NA,0.81,NA,NA,0.01269,0.316,0.355,0.332,0.00557,"yes","23.0","27.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_3",4,0.0031725,4,0.38,0.095,4,0.334333333333333,4,0.0013925,68.2226211849192,0.43892828999212
"61",NA,2025-11-11 10:08:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","4",1,"young","Bulk","H + C + T","Long",4,"20","20","minutes",NA,"24",0.82,NA,NA,NA,NA,NA,"no","25.0","29.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,2025-11-11 10:08:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","4",2,"young","Bulk","H + C + T","Long",4,"38","20","minutes",NA,"24",0.83,NA,NA,NA,NA,NA,"no","25.0","29.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,2025-11-11 10:08:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","4",3,"young","Bulk","H + C + T","Long",4,"42","20","minutes",NA,"24",0.82,NA,NA,NA,NA,NA,"no","25.0","29.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,2025-11-11 10:08:00,"November","Lygra","Calluna vulgaris","TT Hot","Field - Traits and Physiology","Pioneer","4",4,"young","Bulk","H + C + T","Long",4,"44","20","minutes",NA,"24",0.8,NA,NA,NA,NA,NA,"no","25.0","29.0",NA,NA,"",NA,2010,60.701704,5.094445,"Pioneer_November_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
